Data;Salário mínimo vigente - R$ - Ministério da Economia, Outras (Min. Economia/Outras) - MTE12_SALMIN12;
1940.07;8,72727272727273E-14;
1940.08;8,72727272727273E-14;
1940.09;8,72727272727273E-14;
1940.10;8,72727272727273E-14;
1940.11;8,72727272727273E-14;
1940.12;8,72727272727273E-14;
1941.01;8,72727272727273E-14;
1941.02;8,72727272727273E-14;
1941.03;8,72727272727273E-14;
1941.04;8,72727272727273E-14;
1941.05;8,72727272727273E-14;
1941.06;8,72727272727273E-14;
1941.07;8,72727272727273E-14;
1941.08;8,72727272727273E-14;
1941.09;8,72727272727273E-14;
1941.10;8,72727272727273E-14;
1941.11;8,72727272727273E-14;
1941.12;8,72727272727273E-14;
1942.01;8,72727272727273E-14;
1942.02;8,72727272727273E-14;
1942.03;8,72727272727273E-14;
1942.04;8,72727272727273E-14;
1942.05;8,72727272727273E-14;
1942.06;8,72727272727273E-14;
1942.07;8,72727272727273E-14;
1942.08;8,72727272727273E-14;
1942.09;8,72727272727273E-14;
1942.10;8,72727272727273E-14;
1942.11;8,72727272727273E-14;
1942.12;8,72727272727273E-14;
1943.01;8,72727272727273E-14;
1943.02;8,72727272727273E-14;
1943.03;8,72727272727273E-14;
1943.04;8,72727272727273E-14;
1943.05;8,72727272727273E-14;
1943.06;8,72727272727273E-14;
1943.07;1,09090909090909E-13;
1943.08;1,09090909090909E-13;
1943.09;1,09090909090909E-13;
1943.10;1,09090909090909E-13;
1943.11;1,09090909090909E-13;
1943.12;1,38181818181818E-13;
1944.01;1,38181818181818E-13;
1944.02;1,38181818181818E-13;
1944.03;1,38181818181818E-13;
1944.04;1,38181818181818E-13;
1944.05;1,38181818181818E-13;
1944.06;1,38181818181818E-13;
1944.07;1,38181818181818E-13;
1944.08;1,38181818181818E-13;
1944.09;1,38181818181818E-13;
1944.10;1,38181818181818E-13;
1944.11;1,38181818181818E-13;
1944.12;1,38181818181818E-13;
1945.01;1,38181818181818E-13;
1945.02;1,38181818181818E-13;
1945.03;1,38181818181818E-13;
1945.04;1,38181818181818E-13;
1945.05;1,38181818181818E-13;
1945.06;1,38181818181818E-13;
1945.07;1,38181818181818E-13;
1945.08;1,38181818181818E-13;
1945.09;1,38181818181818E-13;
1945.10;1,38181818181818E-13;
1945.11;1,38181818181818E-13;
1945.12;1,38181818181818E-13;
1946.01;1,38181818181818E-13;
1946.02;1,38181818181818E-13;
1946.03;1,38181818181818E-13;
1946.04;1,38181818181818E-13;
1946.05;1,38181818181818E-13;
1946.06;1,38181818181818E-13;
1946.07;1,38181818181818E-13;
1946.08;1,38181818181818E-13;
1946.09;1,38181818181818E-13;
1946.10;1,38181818181818E-13;
1946.11;1,38181818181818E-13;
1946.12;1,38181818181818E-13;
1947.01;1,38181818181818E-13;
1947.02;1,38181818181818E-13;
1947.03;1,38181818181818E-13;
1947.04;1,38181818181818E-13;
1947.05;1,38181818181818E-13;
1947.06;1,38181818181818E-13;
1947.07;1,38181818181818E-13;
1947.08;1,38181818181818E-13;
1947.09;1,38181818181818E-13;
1947.10;1,38181818181818E-13;
1947.11;1,38181818181818E-13;
1947.12;1,38181818181818E-13;
1948.01;1,38181818181818E-13;
1948.02;1,38181818181818E-13;
1948.03;1,38181818181818E-13;
1948.04;1,38181818181818E-13;
1948.05;1,38181818181818E-13;
1948.06;1,38181818181818E-13;
1948.07;1,38181818181818E-13;
1948.08;1,38181818181818E-13;
1948.09;1,38181818181818E-13;
1948.10;1,38181818181818E-13;
1948.11;1,38181818181818E-13;
1948.12;1,38181818181818E-13;
1949.01;1,38181818181818E-13;
1949.02;1,38181818181818E-13;
1949.03;1,38181818181818E-13;
1949.04;1,38181818181818E-13;
1949.05;1,38181818181818E-13;
1949.06;1,38181818181818E-13;
1949.07;1,38181818181818E-13;
1949.08;1,38181818181818E-13;
1949.09;1,38181818181818E-13;
1949.10;1,38181818181818E-13;
1949.11;1,38181818181818E-13;
1949.12;1,38181818181818E-13;
1950.01;1,38181818181818E-13;
1950.02;1,38181818181818E-13;
1950.03;1,38181818181818E-13;
1950.04;1,38181818181818E-13;
1950.05;1,38181818181818E-13;
1950.06;1,38181818181818E-13;
1950.07;1,38181818181818E-13;
1950.08;1,38181818181818E-13;
1950.09;1,38181818181818E-13;
1950.10;1,38181818181818E-13;
1950.11;1,38181818181818E-13;
1950.12;1,38181818181818E-13;
1951.01;1,38181818181818E-13;
1951.02;1,38181818181818E-13;
1951.03;1,38181818181818E-13;
1951.04;1,38181818181818E-13;
1951.05;1,38181818181818E-13;
1951.06;1,38181818181818E-13;
1951.07;1,38181818181818E-13;
1951.08;1,38181818181818E-13;
1951.09;1,38181818181818E-13;
1951.10;1,38181818181818E-13;
1951.11;1,38181818181818E-13;
1951.12;1,38181818181818E-13;
1952.01;4,36363636363636E-13;
1952.02;4,36363636363636E-13;
1952.03;4,36363636363636E-13;
1952.04;4,36363636363636E-13;
1952.05;4,36363636363636E-13;
1952.06;4,36363636363636E-13;
1952.07;4,36363636363636E-13;
1952.08;4,36363636363636E-13;
1952.09;4,36363636363636E-13;
1952.10;4,36363636363636E-13;
1952.11;4,36363636363636E-13;
1952.12;4,36363636363636E-13;
1953.01;4,36363636363636E-13;
1953.02;4,36363636363636E-13;
1953.03;4,36363636363636E-13;
1953.04;4,36363636363636E-13;
1953.05;4,36363636363636E-13;
1953.06;4,36363636363636E-13;
1953.07;4,36363636363636E-13;
1953.08;4,36363636363636E-13;
1953.09;4,36363636363636E-13;
1953.10;4,36363636363636E-13;
1953.11;4,36363636363636E-13;
1953.12;4,36363636363636E-13;
1954.01;4,36363636363636E-13;
1954.02;4,36363636363636E-13;
1954.03;4,36363636363636E-13;
1954.04;4,36363636363636E-13;
1954.05;4,36363636363636E-13;
1954.06;4,36363636363636E-13;
1954.07;8,72727272727273E-13;
1954.08;8,72727272727273E-13;
1954.09;8,72727272727273E-13;
1954.10;8,72727272727273E-13;
1954.11;8,72727272727273E-13;
1954.12;8,72727272727273E-13;
1955.01;8,72727272727273E-13;
1955.02;8,72727272727273E-13;
1955.03;8,72727272727273E-13;
1955.04;8,72727272727273E-13;
1955.05;8,72727272727273E-13;
1955.06;8,72727272727273E-13;
1955.07;8,72727272727273E-13;
1955.08;8,72727272727273E-13;
1955.09;8,72727272727273E-13;
1955.10;8,72727272727273E-13;
1955.11;8,72727272727273E-13;
1955.12;8,72727272727273E-13;
1956.01;8,72727272727273E-13;
1956.02;8,72727272727273E-13;
1956.03;8,72727272727273E-13;
1956.04;8,72727272727273E-13;
1956.05;8,72727272727273E-13;
1956.06;8,72727272727273E-13;
1956.07;8,72727272727273E-13;
1956.08;1,38181818181818E-12;
1956.09;1,38181818181818E-12;
1956.10;1,38181818181818E-12;
1956.11;1,38181818181818E-12;
1956.12;1,38181818181818E-12;
1957.01;1,38181818181818E-12;
1957.02;1,38181818181818E-12;
1957.03;1,38181818181818E-12;
1957.04;1,38181818181818E-12;
1957.05;1,38181818181818E-12;
1957.06;1,38181818181818E-12;
1957.07;1,38181818181818E-12;
1957.08;1,38181818181818E-12;
1957.09;1,38181818181818E-12;
1957.10;1,38181818181818E-12;
1957.11;1,38181818181818E-12;
1957.12;1,38181818181818E-12;
1958.01;1,38181818181818E-12;
1958.02;1,38181818181818E-12;
1958.03;1,38181818181818E-12;
1958.04;1,38181818181818E-12;
1958.05;1,38181818181818E-12;
1958.06;1,38181818181818E-12;
1958.07;1,38181818181818E-12;
1958.08;1,38181818181818E-12;
1958.09;1,38181818181818E-12;
1958.10;1,38181818181818E-12;
1958.11;1,38181818181818E-12;
1958.12;1,38181818181818E-12;
1959.01;2,18181818181818E-12;
1959.02;2,18181818181818E-12;
1959.03;2,18181818181818E-12;
1959.04;2,18181818181818E-12;
1959.05;2,18181818181818E-12;
1959.06;2,18181818181818E-12;
1959.07;2,18181818181818E-12;
1959.08;2,18181818181818E-12;
1959.09;2,18181818181818E-12;
1959.10;2,18181818181818E-12;
1959.11;2,18181818181818E-12;
1959.12;2,18181818181818E-12;
1960.01;2,18181818181818E-12;
1960.02;2,18181818181818E-12;
1960.03;2,18181818181818E-12;
1960.04;2,18181818181818E-12;
1960.05;2,18181818181818E-12;
1960.06;2,18181818181818E-12;
1960.07;2,18181818181818E-12;
1960.08;2,18181818181818E-12;
1960.09;2,18181818181818E-12;
1960.10;3,49090909090909E-12;
1960.11;3,49090909090909E-12;
1960.12;3,49090909090909E-12;
1961.01;3,49090909090909E-12;
1961.02;3,49090909090909E-12;
1961.03;3,49090909090909E-12;
1961.04;3,49090909090909E-12;
1961.05;3,49090909090909E-12;
1961.06;3,49090909090909E-12;
1961.07;3,49090909090909E-12;
1961.08;3,49090909090909E-12;
1961.09;3,49090909090909E-12;
1961.10;4,88727272727273E-12;
1961.11;4,88727272727273E-12;
1961.12;4,88727272727273E-12;
1962.01;4,88727272727273E-12;
1962.02;4,88727272727273E-12;
1962.03;4,88727272727273E-12;
1962.04;4,88727272727273E-12;
1962.05;4,88727272727273E-12;
1962.06;4,88727272727273E-12;
1962.07;4,88727272727273E-12;
1962.08;4,88727272727273E-12;
1962.09;4,88727272727273E-12;
1962.10;4,88727272727273E-12;
1962.11;4,88727272727273E-12;
1962.12;4,88727272727273E-12;
1963.01;7,63636363636364E-12;
1963.02;7,63636363636364E-12;
1963.03;7,63636363636364E-12;
1963.04;7,63636363636364E-12;
1963.05;7,63636363636364E-12;
1963.06;7,63636363636364E-12;
1963.07;7,63636363636364E-12;
1963.08;7,63636363636364E-12;
1963.09;7,63636363636364E-12;
1963.10;7,63636363636364E-12;
1963.11;7,63636363636364E-12;
1963.12;7,63636363636364E-12;
1964.01;7,63636363636364E-12;
1964.02;1,52727272727273E-11;
1964.03;1,52727272727273E-11;
1964.04;1,52727272727273E-11;
1964.05;1,52727272727273E-11;
1964.06;1,52727272727273E-11;
1964.07;1,52727272727273E-11;
1964.08;1,52727272727273E-11;
1964.09;1,52727272727273E-11;
1964.10;1,52727272727273E-11;
1964.11;1,52727272727273E-11;
1964.12;1,52727272727273E-11;
1965.01;1,52727272727273E-11;
1965.02;1,52727272727273E-11;
1965.03;2,4E-11;
1965.04;2,4E-11;
1965.05;2,4E-11;
1965.06;2,4E-11;
1965.07;2,4E-11;
1965.08;2,4E-11;
1965.09;2,4E-11;
1965.10;2,4E-11;
1965.11;2,4E-11;
1965.12;2,4E-11;
1966.01;2,4E-11;
1966.02;2,4E-11;
1966.03;3,05454545454545E-11;
1966.04;3,05454545454545E-11;
1966.05;3,05454545454545E-11;
1966.06;3,05454545454545E-11;
1966.07;3,05454545454545E-11;
1966.08;3,05454545454545E-11;
1966.09;3,05454545454545E-11;
1966.10;3,05454545454545E-11;
1966.11;3,05454545454545E-11;
1966.12;3,05454545454545E-11;
1967.01;3,05454545454545E-11;
1967.02;3,05454545454545E-11;
1967.03;3,81818181818182E-11;
1967.04;3,81818181818182E-11;
1967.05;3,81818181818182E-11;
1967.06;3,81818181818182E-11;
1967.07;3,81818181818182E-11;
1967.08;3,81818181818182E-11;
1967.09;3,81818181818182E-11;
1967.10;3,81818181818182E-11;
1967.11;3,81818181818182E-11;
1967.12;3,81818181818182E-11;
1968.01;3,81818181818182E-11;
1968.02;3,81818181818182E-11;
1968.03;4,71272727272727E-11;
1968.04;4,71272727272727E-11;
1968.05;4,71272727272727E-11;
1968.06;4,71272727272727E-11;
1968.07;4,71272727272727E-11;
1968.08;4,71272727272727E-11;
1968.09;4,71272727272727E-11;
1968.10;4,71272727272727E-11;
1968.11;4,71272727272727E-11;
1968.12;4,71272727272727E-11;
1969.01;4,71272727272727E-11;
1969.02;4,71272727272727E-11;
1969.03;4,71272727272727E-11;
1969.04;4,71272727272727E-11;
1969.05;5,67272727272727E-11;
1969.06;5,67272727272727E-11;
1969.07;5,67272727272727E-11;
1969.08;5,67272727272727E-11;
1969.09;5,67272727272727E-11;
1969.10;5,67272727272727E-11;
1969.11;5,67272727272727E-11;
1969.12;5,67272727272727E-11;
1970.01;5,67272727272727E-11;
1970.02;5,67272727272727E-11;
1970.03;5,67272727272727E-11;
1970.04;5,67272727272727E-11;
1970.05;6,80727272727273E-11;
1970.06;6,80727272727273E-11;
1970.07;6,80727272727273E-11;
1970.08;6,80727272727273E-11;
1970.09;6,80727272727273E-11;
1970.10;6,80727272727273E-11;
1970.11;6,80727272727273E-11;
1970.12;6,80727272727273E-11;
1971.01;6,80727272727273E-11;
1971.02;6,80727272727273E-11;
1971.03;6,80727272727273E-11;
1971.04;6,80727272727273E-11;
1971.05;8,20363636363636E-11;
1971.06;8,20363636363636E-11;
1971.07;8,20363636363636E-11;
1971.08;8,20363636363636E-11;
1971.09;8,20363636363636E-11;
1971.10;8,20363636363636E-11;
1971.11;8,20363636363636E-11;
1971.12;8,20363636363636E-11;
1972.01;8,20363636363636E-11;
1972.02;8,20363636363636E-11;
1972.03;8,20363636363636E-11;
1972.04;8,20363636363636E-11;
1972.05;9,77454545454545E-11;
1972.06;9,77454545454545E-11;
1972.07;9,77454545454545E-11;
1972.08;9,77454545454545E-11;
1972.09;9,77454545454545E-11;
1972.10;9,77454545454545E-11;
1972.11;9,77454545454545E-11;
1972.12;9,77454545454545E-11;
1973.01;9,77454545454545E-11;
1973.02;9,77454545454545E-11;
1973.03;9,77454545454545E-11;
1973.04;9,77454545454545E-11;
1973.05;1,13454545454545E-10;
1973.06;1,13454545454545E-10;
1973.07;1,13454545454545E-10;
1973.08;1,13454545454545E-10;
1973.09;1,13454545454545E-10;
1973.10;1,13454545454545E-10;
1973.11;1,13454545454545E-10;
1973.12;1,13454545454545E-10;
1974.01;1,13454545454545E-10;
1974.02;1,13454545454545E-10;
1974.03;1,13454545454545E-10;
1974.04;1,13454545454545E-10;
1974.05;1,37018181818182E-10;
1974.06;1,37018181818182E-10;
1974.07;1,37018181818182E-10;
1974.08;1,37018181818182E-10;
1974.09;1,37018181818182E-10;
1974.10;1,37018181818182E-10;
1974.11;1,37018181818182E-10;
1974.12;1,50981818181818E-10;
1975.01;1,50981818181818E-10;
1975.02;1,50981818181818E-10;
1975.03;1,50981818181818E-10;
1975.04;1,50981818181818E-10;
1975.05;1,93745454545455E-10;
1975.06;1,93745454545455E-10;
1975.07;1,93745454545455E-10;
1975.08;1,93745454545455E-10;
1975.09;1,93745454545455E-10;
1975.10;1,93745454545455E-10;
1975.11;1,93745454545455E-10;
1975.12;1,93745454545455E-10;
1976.01;1,93745454545455E-10;
1976.02;1,93745454545455E-10;
1976.03;1,93745454545455E-10;
1976.04;1,93745454545455E-10;
1976.05;2,79272727272727E-10;
1976.06;2,79272727272727E-10;
1976.07;2,79272727272727E-10;
1976.08;2,79272727272727E-10;
1976.09;2,79272727272727E-10;
1976.10;2,79272727272727E-10;
1976.11;2,79272727272727E-10;
1976.12;2,79272727272727E-10;
1977.01;2,79272727272727E-10;
1977.02;2,79272727272727E-10;
1977.03;2,79272727272727E-10;
1977.04;2,79272727272727E-10;
1977.05;4,02327272727273E-10;
1977.06;4,02327272727273E-10;
1977.07;4,02327272727273E-10;
1977.08;4,02327272727273E-10;
1977.09;4,02327272727273E-10;
1977.10;4,02327272727273E-10;
1977.11;4,02327272727273E-10;
1977.12;4,02327272727273E-10;
1978.01;4,02327272727273E-10;
1978.02;4,02327272727273E-10;
1978.03;4,02327272727273E-10;
1978.04;4,02327272727273E-10;
1978.05;5,67272727272727E-10;
1978.06;5,67272727272727E-10;
1978.07;5,67272727272727E-10;
1978.08;5,67272727272727E-10;
1978.09;5,67272727272727E-10;
1978.10;5,67272727272727E-10;
1978.11;5,67272727272727E-10;
1978.12;5,67272727272727E-10;
1979.01;5,67272727272727E-10;
1979.02;5,67272727272727E-10;
1979.03;5,67272727272727E-10;
1979.04;5,67272727272727E-10;
1979.05;8,24727272727273E-10;
1979.06;8,24727272727273E-10;
1979.07;8,24727272727273E-10;
1979.08;8,24727272727273E-10;
1979.09;8,24727272727273E-10;
1979.10;8,24727272727273E-10;
1979.11;1,06647272727273E-09;
1979.12;1,06647272727273E-09;
1980.01;1,06647272727273E-09;
1980.02;1,06647272727273E-09;
1980.03;1,06647272727273E-09;
1980.04;1,06647272727273E-09;
1980.05;1,50894545454545E-09;
1980.06;1,50894545454545E-09;
1980.07;1,50894545454545E-09;
1980.08;1,50894545454545E-09;
1980.09;1,50894545454545E-09;
1980.10;1,50894545454545E-09;
1980.11;2,10501818181818E-09;
1980.12;2,10501818181818E-09;
1981.01;2,10501818181818E-09;
1981.02;2,10501818181818E-09;
1981.03;2,10501818181818E-09;
1981.04;2,10501818181818E-09;
1981.05;3,07810909090909E-09;
1981.06;3,07810909090909E-09;
1981.07;3,07810909090909E-09;
1981.08;3,07810909090909E-09;
1981.09;3,07810909090909E-09;
1981.10;3,07810909090909E-09;
1981.11;4,33745454545455E-09;
1981.12;4,33745454545455E-09;
1982.01;4,33745454545455E-09;
1982.02;4,33745454545455E-09;
1982.03;4,33745454545455E-09;
1982.04;4,33745454545455E-09;
1982.05;6,03927272727273E-09;
1982.06;6,03927272727273E-09;
1982.07;6,03927272727273E-09;
1982.08;6,03927272727273E-09;
1982.09;6,03927272727273E-09;
1982.10;6,03927272727273E-09;
1982.11;8,57018181818182E-09;
1982.12;8,57018181818182E-09;
1983.01;8,57018181818182E-09;
1983.02;8,57018181818182E-09;
1983.03;8,57018181818182E-09;
1983.04;8,57018181818182E-09;
1983.05;1,26458181818182E-08;
1983.06;1,26458181818182E-08;
1983.07;1,26458181818182E-08;
1983.08;1,26458181818182E-08;
1983.09;1,26458181818182E-08;
1983.10;1,26458181818182E-08;
1983.11;2,07709090909091E-08;
1983.12;2,07709090909091E-08;
1984.01;2,07709090909091E-08;
1984.02;2,07709090909091E-08;
1984.03;2,07709090909091E-08;
1984.04;2,07709090909091E-08;
1984.05;3,53367272727273E-08;
1984.06;3,53367272727273E-08;
1984.07;3,53367272727273E-08;
1984.08;3,53367272727273E-08;
1984.09;3,53367272727273E-08;
1984.10;3,53367272727273E-08;
1984.11;6,05672727272727E-08;
1984.12;6,05672727272727E-08;
1985.01;6,05672727272727E-08;
1985.02;6,05672727272727E-08;
1985.03;6,05672727272727E-08;
1985.04;6,05672727272727E-08;
1985.05;1,21134545454545E-07;
1985.06;1,21134545454545E-07;
1985.07;1,21134545454545E-07;
1985.08;1,21134545454545E-07;
1985.09;1,21134545454545E-07;
1985.10;1,21134545454545E-07;
1985.11;2,18181818181818E-07;
1985.12;2,18181818181818E-07;
1986.01;2,18181818181818E-07;
1986.02;2,18181818181818E-07;
1986.03;2,92363636363636E-07;
1986.04;2,92363636363636E-07;
1986.05;2,92363636363636E-07;
1986.06;2,92363636363636E-07;
1986.07;2,92363636363636E-07;
1986.08;2,92363636363636E-07;
1986.09;2,92363636363636E-07;
1986.10;2,92363636363636E-07;
1986.11;2,92363636363636E-07;
1986.12;2,92363636363636E-07;
1987.01;3,50836363636364E-07;
1987.02;3,50836363636364E-07;
1987.03;4,97454545454545E-07;
1987.04;4,97454545454545E-07;
1987.05;5,96945454545455E-07;
1987.06;7,16334545454545E-07;
1987.07;7,16334545454545E-07;
1987.08;7,16363636363636E-07;
1987.09;8,72727272727273E-07;
1987.10;9,6E-07;
1987.11;1,09090909090909E-06;
1987.12;1,30909090909091E-06;
1988.01;1,63636363636364E-06;
1988.02;1,92E-06;
1988.03;2,26909090909091E-06;
1988.04;2,64E-06;
1988.05;3,168E-06;
1988.06;3,77018181818182E-06;
1988.07;4,52509090909091E-06;
1988.08;5,65527272727273E-06;
1988.09;6,89454545454545E-06;
1988.10;8,61818181818182E-06;
1988.11;1,12E-05;
1988.12;1,47E-05;
1989.01;1,97723636363636E-05;
1989.02;2,32363636363636E-05;
1989.03;2,32363636363636E-05;
1989.04;2,32363636363636E-05;
1989.05;2,96E-05;
1989.06;4,36363636363636E-05;
1989.07;5,44727272727273E-05;
1989.08;7,01381818181818E-05;
1989.09;9,072E-05;
1989.10;0,000138810909090909;
1989.11;0,000202665454545455;
1989.12;0,000286610909090909;
1990.01;0,000466890909090909;
1990.02;0,000728861818181818;
1990.03;0,00133602181818182;
1990.04;0,00133602181818182;
1990.05;0,00133602181818182;
1990.06;0,00140282181818182;
1990.07;0,00178354909090909;
1990.08;0,00189216727272727;
1990.09;0,00220229454545455;
1990.10;0,00233641454545455;
1990.11;0,00302892727272727;
1990.12;0,00321338909090909;
1991.01;0,00448203636363636;
1991.02;0,00578016727272727;
1991.03;0,00618181818181818;
1991.04;0,00618181818181818;
1991.05;0,00618181818181818;
1991.06;0,00618181818181818;
1991.07;0,00618181818181818;
1991.08;0,00618181818181818;
1991.09;0,0152727272727273;
1991.10;0,0152727272727273;
1991.11;0,0152727272727273;
1991.12;0,0152727272727273;
1992.01;0,0349226654545455;
1992.02;0,0349226654545455;
1992.03;0,0349226654545455;
1992.04;0,0349226654545455;
1992.05;0,0836363636363636;
1992.06;0,0836363636363636;
1992.07;0,0836363636363636;
1992.08;0,0836363636363636;
1992.09;0,18988616;
1992.10;0,18988616;
1992.11;0,18988616;
1992.12;0,18988616;
1993.01;0,4548;
1993.02;0,4548;
1993.03;0,6216;
1993.04;0,6216;
1993.05;1,2012;
1993.06;1,2012;
1993.07;1,6872;
1993.08;2,01236363636364;
1993.09;3,49309090909091;
1993.10;4,37236363636364;
1993.11;5,46218181818182;
1993.12;6,82181818181818;
1994.01;11,9570909090909;
1994.02;15,5741818181818;
1994.03;18,2903054545455;
1994.04;26,0117163636364;
1994.05;37,4137345454545;
1994.06;53,6825745454545;
1994.07;64,79;
1994.08;64,79;
1994.09;70;
1994.10;70;
1994.11;70;
1994.12;70;
1995.01;70;
1995.02;70;
1995.03;70;
1995.04;70;
1995.05;100;
1995.06;100;
1995.07;100;
1995.08;100;
1995.09;100;
1995.10;100;
1995.11;100;
1995.12;100;
1996.01;100;
1996.02;100;
1996.03;100;
1996.04;100;
1996.05;112;
1996.06;112;
1996.07;112;
1996.08;112;
1996.09;112;
1996.10;112;
1996.11;112;
1996.12;112;
1997.01;112;
1997.02;112;
1997.03;112;
1997.04;112;
1997.05;120;
1997.06;120;
1997.07;120;
1997.08;120;
1997.09;120;
1997.10;120;
1997.11;120;
1997.12;120;
1998.01;120;
1998.02;120;
1998.03;120;
1998.04;120;
1998.05;130;
1998.06;130;
1998.07;130;
1998.08;130;
1998.09;130;
1998.10;130;
1998.11;130;
1998.12;130;
1999.01;130;
1999.02;130;
1999.03;130;
1999.04;130;
1999.05;136;
1999.06;136;
1999.07;136;
1999.08;136;
1999.09;136;
1999.10;136;
1999.11;136;
1999.12;136;
2000.01;136;
2000.02;136;
2000.03;136;
2000.04;151;
2000.05;151;
2000.06;151;
2000.07;151;
2000.08;151;
2000.09;151;
2000.10;151;
2000.11;151;
2000.12;151;
2001.01;151;
2001.02;151;
2001.03;151;
2001.04;180;
2001.05;180;
2001.06;180;
2001.07;180;
2001.08;180;
2001.09;180;
2001.10;180;
2001.11;180;
2001.12;180;
2002.01;180;
2002.02;180;
2002.03;180;
2002.04;200;
2002.05;200;
2002.06;200;
2002.07;200;
2002.08;200;
2002.09;200;
2002.10;200;
2002.11;200;
2002.12;200;
2003.01;200;
2003.02;200;
2003.03;200;
2003.04;240;
2003.05;240;
2003.06;240;
2003.07;240;
2003.08;240;
2003.09;240;
2003.10;240;
2003.11;240;
2003.12;240;
2004.01;240;
2004.02;240;
2004.03;240;
2004.04;240;
2004.05;260;
2004.06;260;
2004.07;260;
2004.08;260;
2004.09;260;
2004.10;260;
2004.11;260;
2004.12;260;
2005.01;260;
2005.02;260;
2005.03;260;
2005.04;260;
2005.05;300;
2005.06;300;
2005.07;300;
2005.08;300;
2005.09;300;
2005.10;300;
2005.11;300;
2005.12;300;
2006.01;300;
2006.02;300;
2006.03;300;
2006.04;350;
2006.05;350;
2006.06;350;
2006.07;350;
2006.08;350;
2006.09;350;
2006.10;350;
2006.11;350;
2006.12;350;
2007.01;350;
2007.02;350;
2007.03;350;
2007.04;380;
2007.05;380;
2007.06;380;
2007.07;380;
2007.08;380;
2007.09;380;
2007.10;380;
2007.11;380;
2007.12;380;
2008.01;380;
2008.02;380;
2008.03;415;
2008.04;415;
2008.05;415;
2008.06;415;
2008.07;415;
2008.08;415;
2008.09;415;
2008.10;415;
2008.11;415;
2008.12;415;
2009.01;415;
2009.02;465;
2009.03;465;
2009.04;465;
2009.05;465;
2009.06;465;
2009.07;465;
2009.08;465;
2009.09;465;
2009.10;465;
2009.11;465;
2009.12;465;
2010.01;510;
2010.02;510;
2010.03;510;
2010.04;510;
2010.05;510;
2010.06;510;
2010.07;510;
2010.08;510;
2010.09;510;
2010.10;510;
2010.11;510;
2010.12;510;
2011.01;540;
2011.02;540;
2011.03;545;
2011.04;545;
2011.05;545;
2011.06;545;
2011.07;545;
2011.08;545;
2011.09;545;
2011.10;545;
2011.11;545;
2011.12;545;
2012.01;622;
2012.02;622;
2012.03;622;
2012.04;622;
2012.05;622;
2012.06;622;
2012.07;622;
2012.08;622;
2012.09;622;
2012.10;622;
2012.11;622;
2012.12;622;
2013.01;678;
2013.02;678;
2013.03;678;
2013.04;678;
2013.05;678;
2013.06;678;
2013.07;678;
2013.08;678;
2013.09;678;
2013.10;678;
2013.11;678;
2013.12;678;
2014.01;724;
2014.02;724;
2014.03;724;
2014.04;724;
2014.05;724;
2014.06;724;
2014.07;724;
2014.08;724;
2014.09;724;
2014.10;724;
2014.11;724;
2014.12;724;
2015.01;788;
2015.02;788;
2015.03;788;
2015.04;788;
2015.05;788;
2015.06;788;
2015.07;788;
2015.08;788;
2015.09;788;
2015.10;788;
2015.11;788;
2015.12;788;
2016.01;880;
2016.02;880;
2016.03;880;
2016.04;880;
2016.05;880;
2016.06;880;
2016.07;880;
2016.08;880;
2016.09;880;
2016.10;880;
2016.11;880;
2016.12;880;
2017.01;937;
2017.02;937;
2017.03;937;
2017.04;937;
2017.05;937;
2017.06;937;
2017.07;937;
2017.08;937;
2017.09;937;
2017.10;937;
2017.11;937;
2017.12;937;
2018.01;954;
2018.02;954;
2018.03;954;
2018.04;954;
2018.05;954;
2018.06;954;
2018.07;954;
2018.08;954;
2018.09;954;
2018.10;954;
2018.11;954;
2018.12;954;
2019.01;998;
2019.02;998;
2019.03;998;
2019.04;998;
2019.05;998;
2019.06;998;
2019.07;998;
2019.08;998;
2019.09;998;
2019.10;998;
2019.11;998;
2019.12;998;
2020.01;1039;
2020.02;1045;
2020.03;1045;
2020.04;1045;
2020.05;1045;
2020.06;1045;
2020.07;1045;
2020.08;1045;
2020.09;1045;
2020.10;1045;
2020.11;1045;
2020.12;1045;
2021.01;1100;
2021.02;1100;
2021.03;1100;
2021.04;1100;
2021.05;1100;
2021.06;1100;
2021.07;1100;
2021.08;1100;
2021.09;1100;
2021.10;1100;
2021.11;1100;
2021.12;1100;
2022.01;1212;
2022.02;1212;
2022.03;1212;
2022.04;1212;
2022.05;1212;
2022.06;1212;
2022.07;1212;
2022.08;1212;
2022.09;1212;
2022.10;1212;
2022.11;1212;
2022.12;1212;
2023.01;1302;
2023.02;1302;
2023.03;1302;
2023.04;1302;
2023.05;1320;
2023.06;1320;
2023.07;1320;
2023.08;1320;
2023.09;1320;
2023.10;1320;
2023.11;1320;
2023.12;1320;
